index,analog,digital
965,3.34671e-13,4
966,1.11487e-13,2.35114
967,2.54511e-13,3.59846
968,9.97034e-14,1.23607
969,2.14999e-13,4.70308
970,1500,1537.2
971,2.14999e-13,4.70308
972,1.50816e-13,1.23607
973,2.54511e-13,3.59846
974,1.42333e-13,2.35114
975,3.34671e-13,4
976,1.61451e-13,3.23607
977,4.18316e-13,6.41581
978,3.2291e-14,3.80423
979,2.78716e-13,8.23223
980,2500,2442.66
981,2.78716e-13,8.23223
982,9.24261e-14,3.80423
983,4.18316e-13,6.41581
984,1.61451e-13,3.23607
985,3.34671e-13,4
986,2.00598e-13,2.35114
987,2.54511e-13,3.59846
988,2.07399e-13,1.23607
989,2.14999e-13,4.70308
990,5000,5065.06
991,2.14999e-13,4.70308
992,9.97034e-14,1.23607
993,2.54511e-13,3.59846
994,6.4868e-14,2.35114
995,3.34671e-13,4
996,1.76446e-13,3.23607
997,4.18316e-13,6.41581
998,6.95868e-14,3.80423
999,2.78716e-13,8.23223
